Nome;Nazione;Citta;Indirizzo;Latitudine;Longitudine;Fascia_di_prezzo;Delivery;Online;Tipo_di_cucina
Ease Yuexiu;China Mainland;Guangzhou;112A 1F Newspaper Printing Service Building 289 Art Park 289 Guangzhou Middle Avenue Yuexiu Guangzhou China Mainland;23.126.322;113.308.971;1000;No;No;Sichuan
Xiguan Zhuyuan Lizhiwan;China Mainland;Guangzhou;C4 Phase 2 Lizhiwan Scenic Area Huangsha Avenue Liwan Guangzhou China Mainland;23.121.364;113.227.805;10;No;No;Noodles
Zijin Shi Fang;China Mainland;Guangzhou;39-1 Zishan Street Haizhu Guangzhou China Mainland;230.977.632;1.132.640.679;1000;No;No;Cantonese
Hui Xing Yuan;China Mainland;Guangzhou;177 Xiaobei Road Yuexiu Guangzhou China Mainland;231.373.764;1.132.662.879;1000;No;No;Cantonese
Dayang Wenming Road;China Mainland;Guangzhou;160-1 Wenming Road Yuexiu Guangzhou China Mainland;23.125.249;1.132.688.829;10;No;No;Cantonese
Lao Xiguan Laifen Wenming Road;China Mainland;Guangzhou;216 Wenming Road Yuexiu Guangzhou China Mainland;231.252.322;1.132.704.487;10;No;No;Noodles
Chuang Fa;China Mainland;Guangzhou;512-2 Guangfu North Road Liwan Guangzhou China Mainland;23.124.895;113.247.211;10;No;No;Cantonese
Sa Er Ta Dongxiang Shou Zhua;China Mainland;Guangzhou;103 Baohan Zhijie Yuexiu Guangzhou China Mainland;23.145.498;113.268.936;1000;No;No;Xibei
Zhu Zai Ji Shi Fu Jiangnan Avenue;China Mainland;Guangzhou;429 Jiangnan Avenue South Haizhu Guangzhou China Mainland;23.087.732;113.279.196;10;No;No;Cantonese
Xing Fu Yi Zhan Yulei Third Street;China Mainland;Guangzhou;8 Yulei Third Street Tianhe Guangzhou China Mainland;23.131.315;113.317.703;1000;No;No;Sichuan
Stay Here;China Mainland;Guangzhou;Shop 2 23 Xigang Road Haizhu Guangzhou China Mainland;23.093.254;113.275.449;1000;No;No;Chao Zhou
Ze 8 Haizhu;China Mainland;Guangzhou;174 Binjiang West Road Haizhu Guangzhou China Mainland;23.110.893;113.254.877;1000;No;No;Cantonese
Enning Liu Fu Ji Donghua East Road;China Mainland;Guangzhou;547 Donghua East Road Yuexiu Guangzhou China Mainland;231.234.401;1.132.865.462;10;No;No;Noodles
Hai Xian Jie Cai Guan;China Mainland;Guangzhou;152-2 Haizhu South Road Yuexiu Guangzhou China Mainland;231.167.808;1.132.514.155;1000;No;No;Cantonese
Xiguan Zhuyuan Shiba Fu;China Mainland;Guangzhou;107 Shiba Fu South Road Liwan Guangzhou China Mainland;231.143;11.324.075;10;No;No;Noodles
FT A Bak Kut Teh;China Mainland;Guangzhou;Wonderful Life Mansion 36-48 Wenming Road Yuexiu Guangzhou China Mainland;23.124.093;113.265.192;10;No;No;Singaporean
Hai Men Yu Zi Dian Yanling Road;China Mainland;Guangzhou;1-2F Jinyan Mansion 120 Yanling Road Tianhe Guangzhou China Mainland;23.161.378;113.322.292;1000;No;No;Chao Zhou
Wei Shi Jia;China Mainland;Guangzhou;598 Jiefang North Road Yuexiu Guangzhou China Mainland;231.306.966;1.132.569.204;10;No;No;Cantonese
Hui Cheng Dunhe Road;China Mainland;Guangzhou;H 101 YeoaEUR tm s Park Dunhe Road Haizhu Guangzhou China Mainland;2.309.513;113.326.758;1000;No;No;Chao Zhou
Tong Ji;China Mainland;Guangzhou;3 Fuguangli Changshou East Road Liwan Guangzhou China Mainland;231.208.855;113.245.077;10;No;No;Noodles and Congee
Yao Ji;China Mainland;Guangzhou;15 Long Yuan Road Panyu Guangzhou China Mainland;230.445.093;1.134.464.454;1000;No;No;Cantonese
Temple Street;China Mainland;Guangzhou;10 Dongdi Second Road Yuexiu Guangzhou China Mainland;231.188.375;113.273.377;10;No;No;Cantonese
Hunan Cuisine;China Mainland;Guangzhou;2842-39 East Xingang Road Haizhu Guangzhou China Mainland;2.308.828;113.399.661;1000;No;No;Hunanese
Lingnan Haiyanlou Binjiang East Road;China Mainland;Guangzhou;2-3F Jiangpan Huating 1040 Binjiang East Road Haizhu Guangzhou China Mainland;231.068.918;1.133.090.914;1000;No;No;Cantonese
Fa Sing Garden Jinsui Road;China Mainland;Guangzhou;5F Grand Mercure 62 Jinsui Road Zhujiang New Town Tianhe Guangzhou China Mainland;23.124.941;113.317.203;1000;No;No;Cantonese
Xiang Qun Longjin East Road;China Mainland;Guangzhou;853-857 Longjin East Road Liwan Guangzhou China Mainland;2.312.423;11.324.633;10;No;No;Cantonese
Rong Yi Fa Niu Za Dian Shishu Road;China Mainland;Guangzhou;56 Shishu Road Yuexiu Guangzhou China Mainland;231.205.965;1.132.491.648;10;No;No;Cantonese
Soodle;China Mainland;Guangzhou;Shop 309 3F Adjoining Building Kingold Century 62 Jinsui Road Tianhe Guangzhou China Mainland;23.125.483;113.317.397;1000;No;No;Vegetarian
Xin Tai Le Yuexiu;China Mainland;Guangzhou;1-2F Sino Trade Centre 65 Panfu Road Yuexiu Guangzhou China Mainland;23.138.328;11.325.471;1000;No;No;Cantonese
Ya Yuan;China Mainland;Guangzhou;14 Chaotian Road Yuexiu Guangzhou China Mainland;23.126.347;11.355.284;1000;No;No;Cantonese
Da Ge Fan Tangxiayong West Road;China Mainland;Guangzhou;1F Tian Hui Building 69 Tangxiayong West Road Tianhe Guangzhou China Mainland;23.127.803;113.371.716;1000;No;No;Cantonese
Dai Yong Town;China Mainland;Guangzhou;59 Tianhe East Road Tianhe Guangzhou China Mainland;23.133.389;113.328.145;1000;No;No;Chao Zhou
Hua Ge Si Chu;China Mainland;Guangzhou;443 Guangfu North Road Liwan Guangzhou China Mainland;231.243.288;1.132.467.544;10;No;No;Cantonese
Mian Ji Yuexiu;China Mainland;Guangzhou;224 Dezheng Middle Road Yuexiu Guangzhou China Mainland;231.250.499;1.132.701.217;10;No;No;Cantonese
Jian Ji Liwan;China Mainland;Guangzhou;299-303 Changshou East Road Liwan Guangzhou China Mainland;231.208.479;1.132.451.162;10;No;No;Noodles
Nan Yuan;China Mainland;Guangzhou;142 Qianjin Road Haizhu Guangzhou China Mainland;23.102.593;113.275.231;1000;No;No;Cantonese
305;China Mainland;Guangzhou;Toinen linja 3 Helsinki 00530 Finland;601.807.798;249.508.493;1000;No;No;Modern Cuisine
Enomania;China Mainland;Guangzhou;Vesterbrogade 187 Copenhagen 1800 C Denmark;556.706.713;125.321.802;1000;No;No;Italian
The Little Pickle;Finland;Helsinki;Jens Bjelkes gate 9A Oslo 0562 Norway;599.191.099;107.640.471;1000;No;No;Traditional Cuisine
Bar Agrikultur;Denmark;Copenhagen;SkAY negatan 79 Stockholm 116 35 Sweden;593.128.478;180.831.757;1000;No;No;Swedish Small eats
Lilla Ego;Norway;Oslo;VA stmannagatan 69 Stockholm 113 26 Sweden;593.435.589;180.456.255;1000;No;No;Modern Cuisine
no 2;Sweden;Stockholm;Nicolai Eigtveds Gade 32 Copenhagen 1402 K Denmark;556.724.925;125.842.623;1000;No;No;Modern Cuisine
Anarki;Sweden;Stockholm;Vodroffsvej 47 Copenhagen 1900 C Denmark;5.567.943;12.554.741;100;No;No;Traditional Cuisine
Pluto;Denmark;Copenhagen;Borgergade 16 Copenhagen 1300 K Denmark;556.834.672;125.851.631;1000;No;No;Classic Cuisine
Silberbauers Bistro;Denmark;Copenhagen;JA gersborggade 40 Copenhagen 2200 N Denmark;556.932.452;125.433.824;1000;No;No;French
Namu;Denmark;Copenhagen;Landbygatan 5 Malmo 211 34 Sweden;556.052.048;129.975.267;1000;No;No;Korean
Familjen;Denmark;Copenhagen;Arkivgatan 7 Gothenburg 411 34 Sweden;576.974.869;119.763.963;1000;No;No;Scandinavian Swedish
MAalA c e;Sweden;Malmo;Martensens AllA c 16 Copenhagen 1828 C Denmark;556.759.079;125.426.814;100;No;No;French
juju;Sweden;Gothenburg;A ster Farimagsgade 8 Copenhagen 2100 A Denmark;556.899.193;125.750.746;100;No;No;Korean Contemporary
Smalhans;Denmark;Copenhagen;UllevAY lsveien 43 Oslo 0171 Norway;599.237.243;107.397.842;1000;No;No;Norwegian Contemporary
Marv Ben;Denmark;Copenhagen;Snaregade 4 Copenhagen 1205 K Denmark;556.772.861;125.770.331;100;No;No;Modern Cuisine
Matbaren;Norway;Oslo;SAPdra Blasieholmshamnen 6 Stockholm 103 27 Sweden;593.293.163;180.762.572;1000;No;No;Modern Cuisine
Pondus;Denmark;Copenhagen;A boulevarden 51 Aarhus 8000 Denmark;561.561.762;102.049.453;100;No;No;Modern Cuisine
Selma;Sweden;Stockholm;RA mersgade 20 Copenhagen 1362 K Denmark;556.847.664;125.699.566;100;No;No;SmA rrebrA d Seasonal Cuisine
FAGN-Bistro;Denmark;Aarhus;A rjaveita 4 Trondheim 7010 Norway;634.339.996;103.962.939;1000;No;No;Norwegian Modern Cuisine
anx;Denmark;Copenhagen;Oddervej 19-21 Aarhus 8000 Denmark;56.124.681;102.088.178;100;No;No;SmA rrebrA d
Ruths;Norway;Trondheim;MA ster Johansgatan 11 Malmo 21121 Sweden;556.061.556;129.977.834;1000;No;No;Mediterranean Cuisine
BjA rnekA lderen;Denmark;Aarhus;Frederiksberg AllA c 55 Copenhagen 1820 Denmark;556.740.601;125.372.477;1000;No;No;Modern Cuisine
Frances Vinbar;Sweden;Malmo;Henrik Ibsens gate 48 Oslo 0255 Norway;599.151.253;10.723.368;1000;No;No;Mediterranean Cuisine
Allegrine;Denmark;Copenhagen;Kammakargatan 22 Stockholm 111 40 Sweden;593.391.156;180.606.728;1000;No;No;French
Gabrielle;Norway;Oslo;Vestergade 3 Copenhagen 1456 Denmark;556.779.957;125.712;1000;No;No;French
plein;Sweden;Stockholm;Suvannontie 18 Helsinki 00510 Finland;601.934.879;249.584.415;1000;No;No;Modern Cuisine
Mutantur;Denmark;Copenhagen;Erik Dahlbergsgatan 12-14 Malmo 211 42 Sweden;555.985.261;129.964.683;1000;No;No;Modern Cuisine
PaesA no;Finland;Helsinki;JA gersborggade 41 Copenhagen 2200 Denmark;556.930.508;125.433.079;100;No;No;Italian
Babette;Sweden;Malmo;Roslagsgatan 6 Stockholm 113 55 Sweden;59.344.897;180.615.889;100;No;No;Contemporary
Bistro Lupa;Denmark;Copenhagen;Marstalsgade 8 Copenhagen 2100 Denmark;557.035.355;125.851.885;100;No;No;Vegan
Norrlyst;Sweden;Stockholm;KompagnistrA det 8 Copenhagen 1208 Denmark;5.567.758;125.762.729;100;No;No;Danish
MA ntergade;Denmark;Copenhagen;MA ntergade 19 Copenhagen 1116 Denmark;556.820.829;125.797.229;1000;No;No;SmA rrebrA d
Nolla;Denmark;Copenhagen;Fredrikinkatu 22 Helsinki 00150 Finland;601.634.013;249.381.305;1000;No;No;Modern Cuisine
Bobe;Denmark;Copenhagen;GrAY brA dretorv 11 Copenhagen 1154 Denmark;5.567.967;1.257.605;1000;No;No;Modern Cuisine
Triton;Finland;Helsinki;RingvA gen 87 Stockholm 118 61 Sweden;593.084.063;180.662.154;1000;No;No;Modern Cuisine
JH Matbar;Denmark;Copenhagen;Stora A-stergatan 34 Ystad 27134 Sweden;554.304.091;138.260.946;1000;No;No;Modern Cuisine
Bona Fide;Sweden;Stockholm;Vironkatu 8 Helsinki 00170 Finland;601.722.528;249.553.307;1000;No;No;Modern Cuisine
Mantel ja Korsten;Sweden;Ystad;Poska 19a Tallinn 10216 Estonia;594.359.555;247.819.305;1000;No;No;Modern Cuisine
HA rg;Finland;Helsinki;Maakri 21 Tallinn 10145 Estonia;59.432.995;247.604.768;1000;No;No;Meats and Grills
NOA;Estonia;Tallinn;Ranna tee 3 Tallinn 12112 Estonia;59.495.012;248.268.949;1000;No;No;Modern Cuisine
Fellin;Estonia;Tallinn;Kauba 11 Viljandi 71011 Estonia;583.635.531;255.958.631;1000;No;No;Traditional Cuisine
Tuljak;Estonia;Tallinn;Pirita tee 26e Tallinn 10127 Estonia;594.485.481;248.067.031;1000;No;No;Modern Cuisine
Lore Bistroo;Estonia;Viljandi;Peetri 12 Port Noblessner Tallinn 10415 Estonia;594.525.841;247.307.283;1000;No;No;Modern Cuisine
Capim Santo;Estonia;Tallinn;Av Brig Faria Lima 2705 SAPSo Paulo 01451-000 Brazil;-235.798.837;-466.844.243;10;No;No;Traditional Cuisine
MocotA3 Vila Leopoldina;Estonia;Tallinn;Rua Aroaba 333 SAPSo Paulo 05315-020 Brazil;-23.534.537;-467.318.802;10;No;No;Brazilian
PiA1 HigienA3polis;Brazil;SAPSo Paulo;Avenida HigienA3polis 618 SAPSo Paulo 01238-001 Brazil;-235.422.871;-466.577.731;10;No;No;Italian Creative
Cora;Brazil;SAPSo Paulo;Rua Amaral Gurgel 344 SAPSo Paulo 01221-000 Brazil;-235.447.748;-466.480.109;10;No;No;Brazilian Farm to table
PetA Gastronomia;Brazil;SAPSo Paulo;Rua CotoxA3 110 - Loja Pintar SAPSo Paulo 05021-000 Brazil;-235.283.406;-4.668.242;10;No;No;Modern Cuisine
Manioca;Brazil;SAPSo Paulo;Avenida Brigadeiro Faria Lima 2232 3Ao andar SAPSo Paulo 01489-900 Brazil;-235.773.311;-466.890.029;10;No;No;Modern Cuisine
Banzeiro;Brazil;SAPSo Paulo;Rua TabapuAPS 830 SAPSo Paulo 04533-003 Brazil;-235.838.596;-466.786.397;10;No;No;Brazilian
Miam Miam;Brazil;SAPSo Paulo;Rua General GA3is Monteiro 34 Rio de Janeiro 22290-080 Brazil;-229.558.572;-431.800.341;10;No;No;Modern Cuisine
AE CafA c Cozinha;Brazil;SAPSo Paulo;Rua Aurea 285 SAPSo Paulo 04015-070 Brazil;-235.869.125;-466.455.873;10;No;No;Brazilian
Zena Cucina;Brazil;Rio de Janeiro;Rua Peixoto Gomide 1901 SAPSo Paulo 01409-002 Brazil;-235.679.072;-466.641.298;10;No;No;Italian
BarAo MarisquerAa;Brazil;SAPSo Paulo;Rua Augusta 2542 SAPSo Paulo 01412-100 Brazil;-235.630.033;-46.665.559;10;No;No;Seafood
TonTon;Brazil;SAPSo Paulo;Rua Caconde 132 SAPSo Paulo 01425-010 Brazil;-2.357.449;-466.583.618;10;No;No;French Regional Cuisine
Artigiano;Brazil;SAPSo Paulo;Avenida EpitA cio Pessoa 204 Rio de Janeiro 22471-002 Brazil;-229.841.868;-432.145.699;10;No;No;Italian
Nomo;Brazil;SAPSo Paulo;Rua Harmonia 815 SAPSo Paulo 05435-000 Brazil;-235.515.407;-466.907.549;10;No;No;Contemporary
MocotA3;Brazil;Rio de Janeiro;Avenida Nossa Senhora do Loreto 1100 SAPSo Paulo 02219-001 Brazil;-234.866.595;-465.816.442;10;No;No;Brazilian
Sult;Brazil;SAPSo Paulo;Rua Fernandes GuimarAPSes 77 Rio de Janeiro 22290-000 Brazil;-229.554.938;-431.816.941;10;No;No;Italian Contemporary
PiA1 Pinheiros;Brazil;SAPSo Paulo;Rua Ferreira de AraAojo 314 SAPSo Paulo 05428-000 Brazil;-235.602.819;-466.981.475;10;No;No;Italian
Shihoma Pasta Fresca;Brazil;Rio de Janeiro;Rua Medeiros De Albuquerque 431 SAPSo Paulo 05436-060 Brazil;-235.539.738;-466.859.487;10;No;No;Italian
Pici Trattoria;Brazil;SAPSo Paulo;Rua BarAPSo da Torre 348 Rio de Janeiro 22411-000 Brazil;-229.831.234;-432.052.303;10;No;No;Italian
Tordesilhas;Brazil;SAPSo Paulo;Alameda TietAa 489 SAPSo Paulo 01417-020 Brazil;-235.606.478;-466.674.954;10;No;No;Brazilian
FitA3;Brazil;Rio de Janeiro;Rua Cardeal Arcoverde 2773 SAPSo Paulo 05407-004 Brazil;-23.568.077;-46.694.927;10;No;No;Brazilian
A Baianeira - MASP;Brazil;SAPSo Paulo;Avenida Paulista 1578 SAPSo Paulo 01310-200 Brazil;-235.612.374;-466.556.879;10;No;No;Brazilian
Cuia;Brazil;SAPSo Paulo;Av Ipiranga 200 - Loja 48 SAPSo Paulo 01046-010 Brazil;-235.461.117;-466.439.476;10;No;No;Creative
The Kith;Brazil;SAPSo Paulo;Avenida RebouASSas 3875 SAPSo Paulo 05401-450 Brazil;-235.738.515;-466.956.427;10;No;No;Brazilian
Maria e o Boi;Brazil;SAPSo Paulo;Rua Maria QuitA c ria 111 Rio de Janeiro 22410-040 Brazil;-229.825.882;-432.070.274;10;No;No;Meats and Grills International
Komah;Brazil;SAPSo Paulo;Rua CA nego Vicente Miguel Marino 378 SAPSo Paulo 01135-020 Brazil;-2.352.668;-46.651.875;10;No;No;Korean
Didier;Brazil;Rio de Janeiro;Rua VinAcius de Moraes 124 A Ipanema Rio de Janeiro 22411-010 Brazil;-22.983.581;-43.202.713;10;No;No;French Contemporary
Bistrot de Paris;Brazil;SAPSo Paulo;Rua Augusta 2542 SAPSo Paulo 01412-100 Brazil;-235.629.278;-46.665.678;10;No;No;French
Ecully;Brazil;Rio de Janeiro;Rua CotoxA3 493 SAPSo Paulo 05021-000 Brazil;-2.353.148;-4.668.427;10;No;No;International
Le Bife;Brazil;SAPSo Paulo;Rua Pedroso Alvarenga 1088 SAPSo Paulo 04531-004 Brazil;-235.823.193;-466.807.291;10;No;No;Meats and Grills
Corrutela;Brazil;SAPSo Paulo;Rua Medeiros de Albuquerque 256 SAPSo Paulo 05436-060 Brazil;-2.355.524;-4.668.576;10;No;No;Seasonal Cuisine Farm to table
Brasserie VictA3ria;Brazil;SAPSo Paulo;Avenida Presidente Juscelino Kubitschek 545 SAPSo Paulo 04543-010 Brazil;-235.882.343;-466.751.687;10;No;No;Lebanese
Brota;Brazil;SAPSo Paulo;Rua Conde de IrajA 98 Rio de Janeiro 22271-020 Brazil;-22.953.481;-43.196.034;10;No;No;Vegetarian
Kotori;Brazil;SAPSo Paulo;Rua CA nego EugAanio Leite 639 SAPSo Paulo 05414-011 Brazil;-23.563.422;-466.810.655;10;No;No;Japanese
Balaio IMS;Brazil;Rio de Janeiro;Avenida Paulista 2424 SAPSo Paulo 01310-300 Brazil;-23.556.194;-46.662.113;10;No;No;Brazilian
A Baianeira;Brazil;SAPSo Paulo;Dona Elisa 117 SAPSo Paulo 01155-030 Brazil;-235.301.045;-466.627.074;10;No;No;Brazilian
Tacos Charly;Brazil;SAPSo Paulo;Av San Fernando 201 Toriello Guerra Tlalpan 14050 Mexico;192.932.753;-991.699.747;10;No;No;Mexican
Los Consentidos del Barrio;Brazil;SAPSo Paulo;Manzanas 27-B Tlacoquemecatl del Valle Benito JuA rez 03200 Mexico;193.747.083;-991.777.389;10;No;No;Mexican
TaquerAa El Jarocho;Mexico;Tlalpan;Tapachula 94 Roma Norte CuauhtA c moc 06700 Mexico;194.112.574;-991.659.833;10;No;No;Mexican
Expendio de MaAz;Mexico;Benito JuA rez;Av YucatA n 84 Roma Norte CuauhtA c moc 06700 Mexico;194.141.912;-991.626.171;10;No;No;Mexican
Masala y MaAz;Mexico;CuauhtA c moc;C ArtAculo 123 116 Colonia Centro CuauhtA c moc 06040 Mexico;19.432.995;-991.490.523;10;No;No;Fusion
Taqueria Los Cocuyos;Mexico;CuauhtA c moc;SimA3n BolAvar 67 Centro CuauhtA c moc 06000 Mexico;1.943.037;-991.387.648;10;No;No;Mexican
Galanga Thai House;Mexico;CuauhtA c moc;Monterrey 204 Roma Norte CuauhtA c moc 06700 Mexico;194.130.716;-991.626.944;10;No;No;Thai
RaAz;Mexico;CuauhtA c moc;Schiller 331 entre Horacio y Presidente Mazaryk Polanco Miguel Hildalgo 11570 Mexico;194.321.022;-991.865.284;10;No;No;Contemporary Mexican
Comedor Jacinta;Mexico;CuauhtA c moc;Virgilio 40 Polanco Miguel Hildalgo 11550 Mexico;194.300.983;-991.962.132;10;No;No;Mexican Traditional Cuisine
Molino El Pujol;Mexico;Miguel Hildalgo;BenjamAn Hill 146 HipA3dromo Condesa CuauhtA c moc 06100 Mexico;194.077.163;-991.771.063;10;No;No;Mexican
El Vilsito;Mexico;Miguel Hildalgo;Av Universidad 248 Narvarte Oriente Benito JuA rez 03020 Mexico;193.895.466;-991.527.829;10;No;No;Mexican
Comal Oculto;Mexico;CuauhtA c moc;Manuel GA3mez Pedraza 37 San Miguel Chapultepec Miguel Hildalgo 11850 Mexico;194.140.655;-991.835.137;10;No;No;Mexican
Siembra TortillerAa;Mexico;Benito JuA rez;Av Isaac Newton 300 Polanco Miguel Hildalgo 11560 Mexico;194.364.918;-991.851.933;10;No;No;Mexican
Fugaz;Mexico;Miguel Hildalgo;Orizaba 3B Roma Norte CuauhtA c moc 06700 Mexico;194.239.222;-991.612.934;10;No;No;Mexican Mediterranean Cuisine
Pargot;Mexico;Miguel Hildalgo;Calle CA3rdoba 212 Roma Norte CuauhtA c moc 06700 Mexico;194.135.412;-991.571.625;10;No;No;Mexican Creative
Tacos DoA -a Mary La Gritona;Mexico;CuauhtA c moc;Avenida Francisco I Madero Ote Centro Monterrey 64000 Mexico;256.861.282;-1.003.351.957;10;No;No;Mexican
Punta Corcho;Mexico;CuauhtA c moc;Av Rafael E Melgar SM01 MZ6 Lt 01-01 Puerto Morelos 77580 Mexico;208.472.192;-868.762.427;10;No;No;Seafood Mexican
Alfonsina;Mexico;Monterrey;GarcAa Vigil 183 San Juan Bautista La Raya Oaxaca 71232 Mexico;169.804.444;-967.264.922;10;No;No;Mexican
Filigrana;Mexico;Puerto Morelos;Av Veracruz 62 Roma Norte CuauhtA c moc 06700 Mexico;194.175.252;-991.740.256;10;No;No;Mexican Contemporary
Aleli Rooftop;Mexico;Oaxaca;Sinaloa 141 Roma Norte CuauhtA c moc 06700 Mexico;194.202.488;-99.170.114;10;No;No;Grills International
Caracol de Mar;Mexico;CuauhtA c moc;Campeche 340 Col HipA3dromo Condesa CuauhtA c moc 06100 Mexico;194.089.529;-991.735.242;10;No;No;Mexican Contemporary
Galea;Mexico;CuauhtA c moc;Sinaloa 67 Roma Norte CuauhtA c moc 06700 Mexico;194.209.063;-991.668.636;10;No;No;Italian Contemporary
Tacos Los Alexis;Mexico;CuauhtA c moc;Chiapas 46 Roma Norte CuauhtA c moc 06700 Mexico;194.133.903;-991.569.349;10;No;No;Mexican Creative
Las Quince Letras;Mexico;CuauhtA c moc;C de Mariano Abasolo 300 Oaxaca 68000 Mexico;170.641.335;-967.208.848;10;No;No;Mexican Regional Cuisine
Cobarde;Mexico;CuauhtA c moc;Macedonio AlcalA 505 Oaxaca 68000 Mexico;170.663.457;-967.237.116;10;No;No;Contemporary
Casa Marcelo;Mexico;Oaxaca;Av Riveroll 771 Zona Centro Ensenada 22800 Mexico;318.692.657;-1.166.207.676;10;No;No;Mexican
Sabina;Mexico;Oaxaca;Av Adolfo LA3pez Mateos 993 Zona Centro Ensenada 22800 Mexico;31.861.567;-1.166.227.343;10;No;No;Seafood Mexican
Mestixa;Mexico;Ensenada;Avenida SatA c lite S N Tulum 77760 Mexico;202.131.167;-874.587.157;10;No;No;Fusion Mexican
Tierra del Sol;Mexico;Ensenada;Reforma 411 Oaxaca 68000 Mexico;170.651.829;-967.220.185;10;No;No;Mexican Traditional Cuisine
Cocina de Campo by Agricole;Mexico;Tulum;Carretera a Los Cabos Km 59 El Pescadero 23310 Mexico;2.337.862;-1.101.816.497;10;No;No;Contemporary
Labo Fermento;Mexico;Oaxaca;5 de Mayo 409 Rute Independencia Centro Oaxaca 6800 Mexico;170.649.464;-967.231.659;10;No;No;Asian
La Olla;Mexico;El Pescadero;Reforma 402 Oaxaca 68000 Mexico;170.647.582;-967.218.591;10;No;No;Mexican
Humo y Sal;Mexico;Oaxaca;Km 108 Zona Playitas Ensenada 22860 Mexico;318.634.374;-1.166.541;10;No;No;Seafood Mexican
Villa TorA c l;Mexico;Oaxaca;Bodegas de Santo TomA s Km 94 7 Carretera Federal No 3 22766 Villa de JuA rez B C Valle de Guadalupe 22766 Mexico;319.753.343;-116.661.332;1000;No;No;Mexican Contemporary
Flora s Field Kitchen;Mexico;Ensenada;Animas Bajas San JosA c del Cabo 23407 Mexico;230.799.707;-1.096.771.851;10;No;No;Contemporary
Cetli;Mexico;Valle de Guadalupe;Carr Tulum-Coba Km 2 5 Villas Tulum Tulum 77780 Mexico;202.305.289;-874.588.579;10;No;No;Mexican
Metate;Mexico;San JosA c del Cabo;Av Crispin CeseA -a S N Cabo San Lucas 23454 Mexico;229.049.043;-1.098.905.764;10;No;No;Mexican
La Cocina de DoA -a Esthela;Mexico;Tulum;Rancho San Marcos El Porvenir 22755 Mexico;320.194.865;-1.166.634.692;10;No;No;Mexican
Axiote Cocina de Mexico;Mexico;Cabo San Lucas;34 Nte Entre 10 y 5ta Avenidas M 65 Lt 11 Playa del Carmen 77710 Mexico;206.341.766;-87.067.817;10;No;No;Mexican
Merak;Mexico;El Porvenir;Lerdo de Tejada Ignacio Comonfort Villa de JuA rez 22766 Mexico;319.655.959;-116.642.355;10;No;No;Contemporary Mexican
Carmelita Molino y Cocina;Mexico;Playa del Carmen;JimA c nez 7771 Independencia Tijuana 22055 Mexico;325.240.243;-1.170.417.355;10;No;No;Mexican
La Concheria;Mexico;Villa de JuA rez;Av Miramar 637-9 Zona Centro Ensenada 22800 Mexico;318.685.215;-1.166.228.056;10;No;No;Mexican Seafood
